============================================================
Thread 0
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
     61         703389         198081           2195  b37b183445c96596  0b8b4f34aabd7eb0
     62            810             27             11  b37b183445c96596  24b1019ffde88caa
     63     1.4183e+07        2841426          56463  b37b183445c96596  2e930d38ea32691b
     64             55              4              0  b37b183445c96596  3001b6fb84d61850
     65         144620         144620            577  b37b183445c96596  4c887614dd02f590
     66            300              9              3  b37b183445c96596  5a64f7ba7a51f79f
     67          58731          57848            487  b37b183445c96596  675726f7a60715aa
     68          16405           6195            140  b37b183445c96596  a5a6044a4c07d484
     69            148             10              1  b37b183445c96596  c52183c2bc48e9e5
============================================================
Thread 24
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
      0    4.05317e+06        2447231          24196  0000000000000000  0000000000000000
     59          90028          72310            996  b37b183445c96596  011d2a5e7b19a5ee
     60         186100          86772           1112  b37b183445c96596  0abcee64fc570d70
     61         702903         196479           2255  b37b183445c96596  0b8b4f34aabd7eb0
     62            807             27              4  b37b183445c96596  24b1019ffde88caa
     63    1.18204e+07        2368506          47129  b37b183445c96596  2e930d38ea32691b
     64             55              4              0  b37b183445c96596  3001b6fb84d61850
     65         144620         144620            622  b37b183445c96596  4c887614dd02f590
     66            302              9              3  b37b183445c96596  5a64f7ba7a51f79f
     67          58657          57848            491  b37b183445c96596  675726f7a60715aa
     68          16529           6195            142  b37b183445c96596  a5a6044a4c07d484
     69            148             10              1  b37b183445c96596  c52183c2bc48e9e5
============================================================
Thread 25
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
      0     1.7485e+06        1442510          15003  0000000000000000  0000000000000000
     59          90584          72310           1005  b37b183445c96596  011d2a5e7b19a5ee
     60         185984          86772            999  b37b183445c96596  0abcee64fc570d70
     61         701156         198081           2180  b37b183445c96596  0b8b4f34aabd7eb0
     62            806             27              4  b37b183445c96596  24b1019ffde88caa
     63    1.41187e+07        2841426          56665  b37b183445c96596  2e930d38ea32691b
     64             55              4              0  b37b183445c96596  3001b6fb84d61850
     65         144620         144620            616  b37b183445c96596  4c887614dd02f590
     66            281              9              3  b37b183445c96596  5a64f7ba7a51f79f
     67          58871          57848            514  b37b183445c96596  675726f7a60715aa
     68          16399           6195            126  b37b183445c96596  a5a6044a4c07d484
     69            158             10              0  b37b183445c96596  c52183c2bc48e9e5
============================================================
Thread 26
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
      0    4.04647e+06        2445920           1235  0000000000000000  0000000000000000
     59          89938          72310            970  b37b183445c96596  011d2a5e7b19a5ee
